pathway	Juan01	Juan02	Juan03	Juan04	Juan05	Juan06	Juan07	Juan08	Juan09	Juan10	Juan11	Juan12	Juan13	Juan14	Juan15	Juan16	Juan17	Juan18	Juan19	Juan20	Juan21	Juan22	Juan23	Juan24	Juan25	Juan26	Juan27	Juan28	Juan29	Juan30	Juan31	Juan32	Juan33	Juan34	Juan35	Juan36	Juan37	Juan38	Juan39	Juan40	Juan41	Juan42	Juan43	Juan44	Juan45	Juan46	Juan47	Juan48	Juan49	Juan50	Juan51	Juan52	Juan53	Juan54	Juan55	Juan56	Juan57	Juan58	Juan59	Juan60	Juan61	Juan62	Juan63	Juan64	Juan65	Juan66
PWY-7664	25755.8785	31249.278	35733.4413	44811.0655	45536.1446	57473.186	54946.5753	32372.2805	47790.5198	39068.0758	40135.8619	24532.297	19777.041	30451.6605	47309.696	2942.1688	6901.2778	5607.9314	27093.2213	21588.7558	19893.1925	35452.508	26047.9304	24307.8117	40902.089	33671.3782	33831.2884	10771.9224	17984.6181	20717.6568	29801.1197	13231.2756	25668.068	48053.1465	47430.3585	39897.1383	51197.3226	26035.9137	44536.58	25691.1896	23242.3767	27380.8267	31584.5103	14481.8065	26688.7623	3524.2394	4022.6631	7719.2634	46818.0902	30673.0895	31614.4078	40323.2814	39216.2563	37909.3767	29096.6808	18622.3744	29514.2847	24688.8865	37307.8307	27401.3406	96293.7609	68782.6715	76212.4226	63606.5622	55593.651	45543.9754
PWY-841	48142.1697	60835.4713	63765.8647	51814.4507	59728.2109	66734.9403	70096.5049	42762.6192	72217.4263	67340.2617	78070.214	54523.861	43039.9921	65752.0389	81622.6523	28101.2538	46977.614	46369.731	65184.0747	49983.9578	47776.9528	76911.0206	59731.6629	55720.3228	81152.654	74240.4894	69501.6306	24137.714	43631.3035	52319.8365	57833.2986	26586.4338	47389.4409	55307.2335	57330.9895	55213.4625	72624.7879	46492.479	79080.0343	47404.1811	48787.0846	57747.415	58081.8173	27549.3665	54867.144	28228.1984	34024.4207	34680.2809	111585.5735	76850.2661	77350.1841	89611.7805	88485.5612	89786.1562	63786.7559	42779.6038	66852.3704	61623.1412	79099.9009	71008.3362	143902.0761	105331.8512	115544.8306	114509.5533	102193.6961	89203.6555
PWY-922	395.8526	508.9224	469.2486	880.3755	1105.1402	1581.9588	1301.7475	1135.1107	989.9068	901.3804	1480.0804	421.6371	497.6272	856.7586	1212.1828	136.6105	312.2295	243.6283	1248.1149	783.1942	864.8306	834.4586	528.0456	534.1886	1131.1693	901.3944	653.9826	517.3276	690.909	1036.1465	539.9737	323.2763	540.1937	760.693	1148.4699	1335.3255	1189.6287	653.4551	962.426	730.2631	620.3149	639.1381	795.4126	360.5976	684.9196	204.0143	276.6378	189.604	1774.8561	1357.4784	1355.8628	876.5163	815.6864	1041.0744	572.4968	400.2496	661.8869	1495.4315	1673.3296	1277.0584	28882.8739	21085.7698	22165.5107	25960.7491	21832.9396	22406.7997
PWY0-1061	19554.606	27482.0391	26729.9732	31325.8423	35167.4129	31014.8642	43028.6064	19906.6223	34071.6199	27260.8831	32405.8357	20526.1079	18459.2849	26403.7786	32179.6454	15448.3963	24540.9846	25783.8868	13700.6898	11101.5233	10812.9157	20072.8164	15484.4377	14031.2591	18439.0586	15335.5682	17054.7693	4363.9181	8158.1669	9006.1129	22542.6917	10572.5361	16942.5019	32208.2027	30585.7346	26407.8816	37014.3256	20484.0291	38781.0343	16610.6629	18845.3205	22657.5714	28121.739	11878.9705	22914.2945	16471.7905	18605.9171	17790.2991	21293.9211	14005.1397	15504.1675	19224.2559	18850.7547	17873.8883	14351.0474	8675.5578	15589.6931	11251.496	14800.7496	12481.1993	38191.9774	26717.4346	31693.4394	47426.7142	44332.8043	33358.1982
PWY0-1241	10801.5654	13248.364	14656.9695	12882.9582	14495.0165	16593.6127	20311.9828	10768.2226	16622.3435	17299.3869	17278.9984	11976.1121	7021.4385	12394.9424	13921.8876	3957.321	6798.1164	6890.5546	18576.9706	14342.3358	13563.5732	22190.904	17358.7289	16126.5148	23720.2446	22119.8268	20488.0963	7189.4681	12806.2538	15085.1152	12339.2723	5295.3258	10155.3035	14071.5279	15674.4909	14926.4898	18337.0861	9254.8473	15069.5471	12243.2228	9971.7102	11305.5419	11480.067	4724.8999	9099.7828	4127.4944	5132.3611	7049.0822	32413.5956	21939.0732	21754.0791	27684.6484	26623.0567	25767.5342	18899.5892	12663.4535	19509.788	17919.4974	23874.705	20335.1585	23941.2624	16759.8995	18813.9948	15064.3108	12930.316	10409.5014
PWY0-1261	45199.7308	56058.6089	59546.3667	50559.4689	58420.431	67599.0666	66182.9801	42609.0223	71834.3728	63312.2403	71284.5978	48802.7915	43479.6582	63934.8576	81052.5923	17531.1542	29647.583	29118.1562	38306.9346	29771.8012	28494.0412	45728.0637	36062.8732	33009.5922	48083.7485	43212.8414	40082.8893	14523.7754	25929.5894	30784.0077	51817.8356	23566.3023	43922.4644	54571.5173	55238.0392	52849.3799	71778.963	44413.504	75619.0221	43245.5156	43519.7333	51354.1475	56527.0194	27173.4071	53606.7399	18024.1726	22077.5439	26741.8749	67540.037	45228.0844	45344.8288	51943.4257	51363.1491	51348.2035	37173.0744	24548.0588	38612.2259	36212.7711	47651.6041	41748.1564	149736.0833	110549.364	118412.7489	120392.1265	108056.2323	96296.7271
PWY0-1277	897.9503	1233.3601	1033.158	834.7681	1736.8079	1442.3234	1612.2704	1188.4447	1430.3104	1390.7025	2156.1914	1393.3746	591.8638	1604.7062	2192.0596	1542.9991	2634.7257	2739.4551	1063.2277	977.458	768.9951	1250.2435	1597.5342	969.9636	1322.7029	1164.1477	1174.2066	530.1388	790.5341	931.1368	1051.5104	701.1012	808.8766	1129.6007	2526.7161	2561.1688	1608.7388	1633.4761	1187.1161	1030.1906	1073.2163	1464.4705	1447.7313	619.6268	1057.9074	1559.9634	1870.5188	2513.7201	1887.411	1180.8206	1529.1502	1439.7654	1303.0461	1431.431	1125.2567	643.0187	1007.633	1234.6842	1420.3856	1132.2231	8573.9475	6649.7929	7502.8317	5890.2802	5278.582	4190.5322
PWY0-1296	28616.497	33974.012	36942.0489	26421.1157	31807.5259	36982.0484	33532.8442	22886.6339	39631.3293	35985.7475	43351.2766	32120.6219	30225.9269	43308.8398	53854.5951	15572.4323	24370.8325	24763.3773	26442.5958	20138.402	19502.604	29785.2769	23515.7794	22449.6909	31196.311	29393.6641	26385.6652	9431.1656	18199.4135	22152.8035	33550.0421	15669.8872	28969.0869	27960.9903	28276.6904	28583.7501	40267.0405	26984.2841	46397.0486	24813.7779	27730.37	33644.4997	33695.1047	17997.2664	36156.0852	14825.2167	18642.0849	18394.5607	46104.992	32584.853	32399.4593	32418.7712	34045.4662	36519.0839	24706.256	17076.1902	26051.1645	25533.45	30281.2268	29771.5894	89937.3774	67169.3051	71480.3272	73079.0747	65360.0907	61409.1433
PWY0-1297	23669.6295	30883.6893	31244.5168	24120.0298	29059.3261	33417.425	30722.2238	20986.6163	36145.7446	31250.3201	36965.798	25517.3722	24464.5978	35163.8457	42642.6749	14122.0372	21527.1869	22119.7536	24419.2292	18572.2643	17819.131	27415.1795	21670.5377	20741.1127	28741.7953	25675.5489	24267.5777	8689.524	16177.5079	19219.0521	27761.9537	13718.0101	22890.9588	25709.0447	25967.9847	26134.9843	36619.7725	23782.4179	42275.7794	20291.8887	23267.5556	27890.4871	30632.3724	14339.0172	28873.6345	13204.9233	16734.5926	16551.1564	40502.3018	28324.2198	29286.5398	29761.7934	30453.762	31678.2491	22710.2454	15137.6444	23663.1208	22707.8651	27930.2288	25344.1592	80255.6375	60348.5576	64262.5776	65364.0988	58434.2198	54925.7586
PWY0-1298	22703.8659	27338.5921	29157.7312	19517.0088	23769.7186	27003.771	24546.2716	18408.1409	32382.2475	29469.3099	35168.7586	25928.9967	23893.2561	34400.2992	42805.5343	10743.3077	16332.9912	16742.2516	22576.5045	17223.8296	16566.7412	25376.2541	19368.276	19308.1466	27132.2922	25750.7224	22593.178	7963.7996	15702.8844	19016.4094	26075.6749	12362.0502	22780.6623	20813.3383	21032.3609	21960.8172	31758.8821	22084.3001	36978.5795	20447.4233	22428.2799	27009.4329	27213.9663	14223.436	28747.1512	9879.4274	12748.1482	12861.3748	39956.4889	27872.1223	27238.0893	28151.1236	29593.7847	31382.4215	21469.7013	14708.7215	22532.3916	21804.9835	25875.8991	25961.6619	72810.5783	53241.9871	57326.705	52241.8705	45724.9033	43881.3954
PWY0-1319	55313.1715	70135.0838	73064.7274	58157.6274	68339.8658	75518.4669	78598.8311	48967.1956	82123.9362	76197.5644	88055.6724	61297.5001	49197.4491	75100.6416	93378.9784	30407.3993	50378.0028	49593.4877	66026.5241	50853.4326	48269.7526	78253.6221	60489.7869	57102.1819	83522.3405	75560.7418	71208.2749	24663.6397	44360.4493	53038.0781	66250.6593	30537.963	54326.2299	63103.3082	65315.2386	62457.7359	82697.9248	52320.087	90370.669	53864.2483	54965.1685	65070.592	66097.9181	31434.2546	62553.9289	29820.1358	36222.7808	37503.8671	113966.4812	78641.7306	78613.3219	90830.6571	89082.0427	90866.7944	65330.2469	43333.2196	68078.6342	62262.2373	80341.0713	71126.0422	162102.6876	118296.1795	129227.2938	127367.9677	113167.3222	99264.1576
PWY0-1338	0.25	0.8375	0.0	107.0498	0.3331	0.0	158.3631	109.1764	9.9967	8.746	0.0	0.25	0.0	4.9985	6.702	0.7492	1.7482	2.7458	0.9987	0.0	1.1643	1.6635	0.3331	0.0	0.0	0.8321	0.0	0.0	1.1636	0.0	0.0	0.6249	0.375	36.542	21.1726	24.1495	428.8425	14.9855	15.3599	0.0	0.0	0.0	11.2442	0.7812	0.5	0.6247	2.3701	26.9102	1.8307	2.4933	1.4975	0.0	0.0	0.0	0.3332	0.0	2.323	0.0	0.9988	0.9986	43.183	17.9899	24.9782	201.1277	308.1919	126.5348
PWY0-1415	20484.2967	26212.7541	27690.1523	26792.2173	30679.3455	34233.6005	34525.0916	22422.9395	37033.327	31986.5723	35789.3865	23144.3624	18739.4923	29277.6267	37218.0613	3519.0031	6347.6137	5800.012	21835.8871	16869.9447	15930.4196	26804.7627	20346.0302	19024.345	28358.0443	24660.7851	23804.7401	8526.3083	14596.0853	17025.403	23897.5793	10414.3166	19867.7111	28039.7937	28738.855	27532.6745	37008.4326	21843.0785	36935.2063	22410.6331	21423.4827	25046.7137	26826.5925	12421.3966	24499.4616	3782.1032	4114.4675	8393.9565	37614.7123	24958.9509	25359.5285	30897.3099	29775.2994	29177.6959	21515.0196	13863.0011	22271.4308	20252.1419	28314.5951	22696.0536	68186.4996	49600.5273	54460.3235	52357.6198	46034.7573	38213.2861
PWY0-1479	20023.5252	27552.1834	27389.2952	23110.4805	28014.1323	29800.0139	32933.2598	18488.239	32500.6642	29208.8889	32879.1973	21008.7856	17304.2933	25835.2127	32058.2997	2659.0094	6587.2857	5827.9089	13567.4845	11337.0575	10427.8377	20689.0566	16151.5154	12390.1859	20854.9818	18789.7938	19018.1512	5142.4317	8906.9222	9937.9083	23916.9069	10514.8344	19034.2871	27935.0694	26950.2601	25188.6058	32827.6461	19455.6589	35924.6579	19166.9649	19630.2085	22736.3791	26538.5363	11628.7411	22908.6765	3710.101	3674.8285	8458.7893	23563.8873	16487.5157	16252.0476	22976.5554	22221.2708	20648.4474	16402.8521	10374.0324	17883.6316	12811.9031	16185.7992	14049.6304	32363.847	21386.7849	25641.9305	31911.1237	28642.6323	23811.4986
PWY0-1533	5946.9797	6620.5208	7993.3283	10597.5206	12588.827	18072.5977	13387.9307	8247.7944	12014.3648	10699.0612	11125.7172	7197.0282	4744.7115	8054.8375	10099.9752	1487.7121	2484.8975	2468.2885	9616.9126	7773.8205	7118.5034	11537.8897	9531.062	8487.2639	11768.2264	10190.5614	9847.0853	3901.2093	6335.171	7350.1437	6690.795	2539.7299	5838.2102	11176.8757	12597.8262	10402.9618	11952.5218	6292.43	8854.3822	7052.0597	6360.7603	7274.7341	7637.5304	3488.3564	6856.8591	1462.8233	1658.8932	3065.2851	16175.7974	11232.6498	11596.9196	13309.5547	12895.9817	13111.9885	9249.533	6101.0053	8951.8223	9120.4594	12233.9526	9699.4314	26272.7588	19774.7394	21235.6752	9613.9466	8496.9376	7150.8457
PWY0-1586	40287.3918	50746.9442	53387.0556	46060.5213	52713.5895	53411.1288	64061.9897	40089.2057	70904.8922	58173.5696	67406.4992	45678.7317	45937.4727	66060.5355	82188.7918	26655.3683	40258.7701	42747.8344	46115.0683	35746.3813	33670.3769	51786.8998	41411.4373	39478.1586	53749.6135	49971.7625	45222.6744	17198.5429	32004.8361	38473.3823	45595.8758	22297.097	39322.8255	52809.826	48154.9554	47583.7487	70174.8107	43841.6782	76449.2459	39932.6678	41458.6624	48387.4488	55790.3928	27492.0505	55189.3017	25715.3014	31710.3746	32161.9915	79866.1162	55228.557	55972.1617	57700.1416	58901.9402	61980.6206	42804.6285	28971.901	45145.0323	44263.8619	55767.4483	51919.6075	139255.0176	103184.9815	109544.0441	117195.1919	106793.5871	96046.9527
PWY0-162	49049.4546	61795.4601	64947.3842	51882.5141	60280.2831	67873.7387	70323.5748	43320.9806	73377.5648	68535.8923	79253.9327	55360.1459	43700.573	66705.1933	82909.3899	27789.9742	46545.2552	45788.4165	68560.6793	52585.7184	50367.4307	81016.0567	62742.2055	58648.1131	85547.4571	78517.9443	73311.8842	25392.1196	45902.6713	55086.4777	58825.3865	27046.2927	48359.3807	55942.6695	58122.348	56147.6935	73508.9788	47017.3582	79906.292	48311.2948	49519.6228	58379.3154	58897.6547	27977.5048	55775.918	27770.4428	33701.3332	34774.427	117589.4984	80886.1073	81313.8824	94756.2197	93489.793	94744.5694	67305.9863	45223.2541	70546.6311	64919.2635	83342.083	75054.9846	148236.0105	108455.1761	118798.2685	117354.9355	104659.0674	91350.5659
PWY0-166	36479.9049	46234.483	48948.8704	41876.3631	47699.8292	53662.1769	57623.423	33656.6262	55979.6925	52215.6481	60119.2986	41406.5326	32263.9124	49463.7007	61489.2474	17871.9542	29239.2084	29081.4902	43167.3458	33138.7464	31907.2214	52785.7152	41045.3566	37709.3478	55291.8781	49309.4235	47095.3811	16142.3777	28624.4013	33904.4543	43596.4889	19628.3495	35483.1934	44527.3215	45678.302	43699.1012	57268.4217	35343.4918	60668.6983	36518.4304	37126.6499	43458.5591	45143.5228	20840.7171	41242.5448	17406.5019	21499.6176	23901.3141	73994.5708	49872.4445	51318.9317	60533.8129	59241.7688	59322.2785	42584.6855	28340.8317	44658.6865	39823.813	53083.3663	45468.7204	112233.9477	82026.4788	90520.9533	90166.4737	80472.0267	69697.8901
PWY0-321	11367.2525	14725.5454	15249.8795	14657.5352	16275.2834	15060.0202	18965.6614	13040.1468	22710.7658	19433.2704	22944.7356	15564.7265	13856.5051	20534.4536	24350.0314	2858.9396	5027.5218	4660.9789	3319.1007	2634.6051	2497.4735	4466.4586	4526.104	3230.7597	4418.5175	4014.3971	3683.1517	1438.1749	2231.2482	2751.9966	12625.1552	5224.4662	10018.0503	15399.0212	14299.8978	14000.5889	23296.8392	14239.1914	24078.2058	13727.4508	13670.3125	15657.1335	17452.6832	7970.4692	16468.6742	3005.6687	3582.7655	5768.2423	6128.3726	4010.4246	3965.3102	5013.6122	4552.426	4321.9463	3380.8171	2246.5013	3416.7461	3018.7336	4303.5319	3386.9183	17327.7787	11547.147	12627.0739	14467.4713	13799.1551	11348.5307
PWY0-41	0.5999	66.6438	4.4968	244.8413	971.5732	625.551	610.9856	246.8129	149.7834	368.5986	196.7898	19.5081	140.6123	111.1903	481.0608	196.0924	301.3274	317.0054	151.4523	118.7945	133.6945	267.5715	37.8894	110.6566	141.6355	128.1111	123.8909	28.1387	142.7205	175.0381	2.0091	1.1992	0.8998	138.1956	549.9036	200.8354	495.7555	194.3913	266.9226	290.8558	102.0325	145.8183	132.9965	40.7817	246.6792	199.6113	219.3545	258.7617	403.2845	232.3776	254.0006	191.4304	167.733	208.1077	134.3763	88.151	121.9579	184.4438	186.0477	394.096	4765.2922	3420.6207	3668.384	4879.4668	5011.4773	4216.6413
PWY0-42	6613.4465	8329.0607	9168.6082	12452.5968	13712.2945	12622.5002	16860.4803	7915.5364	11917.07	9343.132	11277.3542	6908.5474	5686.8339	7369.6661	10072.6953	1949.7053	3557.38	3517.1817	6439.6039	5119.0616	4980.3742	8928.9442	6886.6518	6463.3087	8107.6992	6849.8059	7071.4179	1887.0724	3594.3819	4089.0446	6621.2381	2790.0694	5304.8935	12283.8577	11409.1211	9721.1544	12227.6147	6497.8637	11364.1467	5032.3028	5903.7261	6611.3603	8741.1048	3266.1177	6529.2109	2080.9237	2281.6915	2960.4223	9853.9231	6455.0108	6954.0183	8824.1993	8284.7523	8375.324	6481.7812	3761.332	6532.0	4912.8279	6601.7106	5816.8226	17307.1707	12394.9882	14036.8368	16580.9177	15019.9232	11596.6098
PWY0-781	34939.9679	44708.3244	46855.4354	42028.6953	48136.2609	52638.8629	56317.6458	32917.7089	55554.1865	50760.1744	58371.3964	39854.3574	31807.2127	48751.4028	60490.6347	19963.2	32740.6151	33175.5482	48693.4256	37386.5981	35547.1394	57006.7841	44571.3229	41788.0742	59719.7028	54792.0246	50970.2768	17969.8248	32835.1302	39182.155	41947.0768	19347.0866	34179.786	44883.7249	46171.8361	43867.8747	56889.5824	35315.5385	60299.8711	35354.2561	36018.3874	42442.2974	43213.8611	20516.1362	40955.5324	20447.9645	24429.4836	26280.9142	83337.9131	57515.6759	57893.9227	64670.6264	65113.9209	66443.5693	46888.8735	31580.4686	49296.8698	46080.0009	58543.1166	53290.7843	108029.0825	79646.8853	87206.4166	89170.3267	80296.6811	68919.7221
PWY0-845	375.1706	180.8027	1030.0977	1843.7688	3921.5943	5889.1245	10438.7894	4861.8661	880.1912	757.0607	208.7161	1065.717	125.171	146.2819	510.9385	136.0582	29.3308	46.0299	1367.8001	1058.6493	1022.1468	2114.8983	1184.6955	1453.8601	3575.9265	2488.5918	2725.0787	643.2977	1237.8706	1366.7879	412.7564	195.9472	376.9996	1490.5069	2346.3578	1670.3262	10252.2378	769.077	517.5166	238.6746	472.0401	949.1216	311.2508	10.4912	92.0548	72.786	39.7253	723.6236	2104.2746	1080.9769	981.5153	2276.2837	2603.7722	2654.147	2620.8418	1036.5847	2757.0588	1118.3048	1784.3012	1195.4788	29224.4182	19560.4463	22197.1293	42149.291	38067.3242	32173.3798
PWY0-862	22944.889	27820.2295	31899.7335	40893.8543	41247.3851	52506.0604	50001.9323	29258.927	42877.4918	34874.0077	35660.7031	21685.7586	17483.9593	26915.0661	42167.5916	2541.8856	5983.1315	4851.7461	24121.3635	19249.4147	17714.3588	31704.371	23226.7546	21687.8071	36720.841	30102.9478	30324.6298	9606.3894	16004.3695	18412.0876	26521.0293	11749.4801	22856.6166	43847.0473	43122.3775	36007.2274	46113.5003	23199.5847	39720.1894	22865.9032	20597.6928	24252.9106	28152.898	12859.9319	23633.3241	3049.847	3478.854	6726.3358	41688.2222	27257.6453	28122.0251	36022.6648	35017.6186	33784.4225	26008.9589	16621.1251	26352.4485	21955.5115	33380.4776	24343.5626	86714.2774	61859.0204	68607.8216	56993.5602	49805.1357	40633.1244
PWY1G-0	4007.9207	5849.4763	4985.0553	6640.8935	8650.4092	7612.8688	9926.4028	4927.1277	7222.9912	6107.172	8067.8573	5296.8409	3582.3063	5776.2213	7215.6685	8619.934	13738.5107	14555.1218	9768.4388	7246.7582	7123.2334	10930.4364	9041.7584	8058.7843	10446.9083	8903.2571	9477.5618	3696.0004	6339.9021	7426.1542	5118.5214	2744.8665	3439.0295	6436.7067	7692.4265	7298.8279	7548.0684	4758.9678	8637.3064	3970.2056	5073.1416	6026.9622	5978.3937	2380.9752	4738.9583	9232.3214	10580.9048	9802.9701	15143.3554	10656.2663	11626.7519	12231.1109	12053.7304	12435.2698	8655.7729	5538.825	9060.1582	8890.1395	11597.8464	9611.862	21589.1352	17254.9502	17864.3417	25806.2619	25104.0502	20765.2367
PWY490-3	2620.5512	3122.4427	3455.795	5210.5321	4755.1919	5694.7382	6878.929	3084.1007	5614.1182	5667.6659	5478.6501	3969.2759	2138.4444	3307.1598	4454.8137	1118.4358	1689.9357	1774.9376	9802.9577	7866.3228	6514.989	10612.0972	8766.8033	8858.1084	12182.2743	12242.6109	9793.5467	3742.6975	7705.9525	9240.8425	2662.6818	1188.3972	2154.1867	6447.7082	4898.7858	4391.1232	6448.8146	2736.2979	4548.5432	3719.6995	3715.3552	3747.8259	3173.4858	1300.995	2908.0565	1050.1803	1231.1274	2191.775	18278.0806	13623.41	12051.2526	11520.852	13620.5064	15209.9424	9536.873	6958.1706	9804.8304	10571.0738	11548.5601	13517.1308	15223.8258	11006.0984	11281.8922	5019.6397	5304.2459	4423.2766
PWY4FS-7	49896.0662	63299.2089	65791.9933	52441.225	61420.1485	68091.2255	70440.6705	43914.8424	73870.1408	69152.1663	79985.8792	55989.197	44205.4199	67871.3595	84277.3739	29479.0398	48739.0324	48258.7148	62959.4198	48234.8957	45731.189	73382.2605	57358.2684	53711.5589	78108.0348	71109.0043	66562.4604	23518.7116	42608.4024	50805.9306	60063.8307	27876.9886	49015.824	55946.0353	59115.5945	57064.1069	74091.5115	47572.3859	81630.5907	48780.0175	50147.124	59425.7963	59608.225	28313.8322	56313.4039	29018.0106	35139.9953	36200.3147	108219.015	75053.1909	74901.9747	85176.5885	84285.6263	85813.2262	61369.5767	40883.8492	63727.6405	59747.9682	76608.8639	68090.4502	146415.9587	107279.0572	117211.2249	118501.8715	105920.3927	92770.2079
PWY4FS-8	49896.0662	63299.2089	65791.9933	52441.225	61420.1485	68091.2255	70440.6705	43914.8424	73870.1408	69152.1663	79985.8792	55989.197	44205.4199	67871.3595	84277.3739	29479.0398	48739.0324	48258.7148	62959.4198	48234.8957	45731.189	73382.2605	57358.2684	53711.5589	78108.0348	71109.0043	66562.4604	23518.7116	42608.4024	50805.9306	60063.8307	27876.9886	49015.824	55946.0353	59115.5945	57064.1069	74091.5115	47572.3859	81630.5907	48780.0175	50147.124	59425.7963	59608.225	28313.8322	56313.4039	29018.0106	35139.9953	36200.3147	108219.015	75053.1909	74901.9747	85176.5885	84285.6263	85813.2262	61369.5767	40883.8492	63727.6405	59747.9682	76608.8639	68090.4502	146415.9587	107279.0572	117211.2249	118501.8715	105920.3927	92770.2079
PWY5F9-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.1642	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PWYG-321	26913.261	32659.5788	37343.9713	46994.1528	47763.5775	60340.7738	57619.9415	33861.5709	49945.7193	40794.7364	41898.201	25586.1258	20626.9864	31755.453	49406.5465	3063.0117	7191.2788	5840.7309	28398.3651	22636.2654	20853.2906	37189.6409	27313.157	25486.0684	42929.5968	35312.1127	35498.5887	11292.1955	18850.0388	21708.3777	31143.4778	13825.7693	26811.5265	50398.2798	49738.5829	41780.182	53534.2615	27190.9959	46542.1803	26810.9859	24261.0567	28576.4661	33005.9747	15114.1769	27843.5131	3670.9359	4189.0326	8052.0567	49060.0922	32132.2153	33131.9688	42279.6155	41119.5977	39738.0995	30514.77	19528.3705	30949.4327	25875.7087	39140.9688	28710.1486	100801.8315	72032.2707	79803.3596	66607.9617	58259.3115	47671.9687
PYRIDNUCSAL-PWY	20777.8345	28377.8367	27602.7105	26863.8722	30516.1304	33046.4961	37370.5403	20156.8407	32725.9172	29935.0495	33755.6272	22484.6158	16478.8263	25624.3119	32564.817	15425.9856	25529.2334	26103.2914	32286.215	24665.5399	23204.6509	37254.4327	29810.5924	27398.7762	38823.9836	34321.0489	32996.7523	12524.7755	22055.5641	25776.7814	24879.8972	11599.3512	19392.7419	28867.2049	30422.6879	27947.051	33826.9995	20511.6381	35724.3456	20639.9009	20710.7619	24865.5762	26362.1777	11375.4496	22314.4564	15989.8523	18701.9111	19244.7088	53783.9613	37655.7038	38609.573	42360.2674	42206.4257	42749.0917	30311.427	20103.5108	31722.0933	30646.7252	40497.8225	34107.3851	65299.7516	49357.3676	53921.2148	60681.7739	55306.3021	46214.2834
PYRIDNUCSYN-PWY	36097.9759	45046.9192	47404.1722	36534.327	43476.0747	48389.7559	50061.5422	31532.5555	53755.2706	49903.2419	58471.6292	41447.4467	33576.0154	50708.1984	62933.6656	21539.1281	36228.3986	35797.8982	48650.5054	37350.818	35259.4256	56915.8329	44272.3771	41701.4875	61151.2957	55976.332	52385.309	18004.4042	32669.3107	39177.4532	42820.2732	19942.3935	35682.2733	39613.1014	41571.8689	40153.3714	53470.0217	34877.9805	58943.9155	35299.49	36554.2652	43476.5181	43305.8675	21174.5178	42373.5351	21727.4619	25995.6874	26446.6261	83632.33	58118.0041	57959.5089	66613.8149	65979.9859	67274.6101	47981.9814	32158.1763	50279.2717	46025.2538	58711.4754	52870.1287	102146.1009	74374.9652	81825.347	76794.1525	68690.1667	60173.9815
PYRIDOXSYN-PWY	162.5636	77.8189	451.9174	828.8931	1829.4256	2871.98	5678.4746	2437.3196	383.3583	329.8606	89.7885	469.606	53.8386	62.8674	220.7123	58.8393	12.5857	19.7649	610.3113	472.5271	456.3471	957.0757	527.8897	655.0854	1680.5937	1143.1245	1271.2101	290.1194	558.869	615.1066	178.7525	84.8686	163.4056	662.0136	1065.8147	747.2655	5390.4608	337.0786	223.7319	103.0694	205.1642	416.4117	134.371	4.4984	39.536	31.3564	17.0629	321.9809	934.5782	475.5605	430.7555	1029.0577	1182.9711	1204.4087	1223.042	466.6069	1288.8591	495.9172	799.5993	528.2719	17241.5192	11125.1156	12885.2319	36474.1794	32751.2621	25711.4413
